ONSConstID,ConstituencyName,Country,Region,ConstituencyType,Winner24,Second24,Con24,Lab24,LD24,SNP24,PC24,Green24,RUK24,Other24,Majority24,Turnout24,ConVote24,LabVote24,LDVote24,SNPVote24,PCVote24,GreenVote24,RUKVote24,OtherVote24,TotalVote24,RejectedVote24,Electorate24,MPFirstName24,MPSurname24,MPGender24
E14001402,North West Essex,England,East of England,County,Con,Lab,35.597396388776524,30.798367226859853,11.133379913948442,0,0,5.232964365829441,14.099216710182768,3.1386753944029713,4.799029161916669,68.2401064016663,19360,16750,6055,0,0,2846,7668,1707,54386,215,79698,Kemi,Badenoch,Female
E14001403,North West Hampshire,England,South East,County,Con,Lab,34.96448458375145,28.494972748558723,15.005017413375835,0,0,5.401097928103417,15.21751962694056,0.9169076992700155,6.469511835192727,64.6364572867517,17770,14482,7626,0,0,2745,7734,466,50823,171,78629,Kit,Malthouse,Male
E14001404,North West Leicestershire,England,East Midlands,County,Lab,Con,32.65049822943259,34.73400312937495,3.3537840731285518,0,0,5.828460841637157,19.92505970517994,3.5081940212468092,2.0835048999423535,62.47202572347267,15859,16871,1629,0,0,2831,9678,1704,48572,137,77750,Amanda,Hack,Female
E14001405,North West Norfolk,England,East of England,County,Con,Lab,36.119463267962125,25.0033657945519,14.56715882062559,0,0,4.795135304940986,19.5148768119194,0,11.116097473410223,59.88846334744339,16097,11143,6492,0,0,2137,8697,0,44566,187,74415,James,Wild,Male
E14001406,Northampton North,England,East Midlands,Borough,Lab,Con,21.99076842130438,43.54865711620788,5.383493171980006,0,0,6.117714586372659,16.7651208954153,6.194245808719776,21.5578886949035,55.3264968574264,9195,18209,2251,0,0,2558,7010,2590,41813,138,75575,Lucy,Rigby,Female
E14001407,Northampton South,England,East Midlands,Borough,Lab,Con,29.197795189504372,38.47029883381924,7.272685860058309,0,0,5.461916909620991,18.699890670553938,0.8974125364431487,9.272503644314869,62.36983791001946,12819,16890,3193,0,0,2398,8210,394,43904,159,70393,Mike,Reader,Male
E14001408,Norwich North,England,East of England,Borough,Lab,Con,21.728395061728396,45.436468917294874,4.5296624057686,0,0,9.553151972031028,17.98098983939692,0.7713318037801814,23.708073855566482,62.08201635986271,9944,20794,2073,0,0,4372,8229,353,45765,185,73717,Alice,Macdonald,Female
E14001409,Norwich South,England,East of England,Borough,Lab,Green,12.875041578889013,47.64164541523451,7.932143253132276,0,0,18.283623461581104,11.591085486195809,1.676460804967291,29.358021953653395,59.105326622627665,5806,21484,3577,0,0,8245,5227,756,45095,179,76296,Clive,Lewis,Male
E14001410,Nottingham East,England,East Midlands,Borough,Lab,Green,10.782670805747095,53.55347380566467,4.7828356363836155,0,0,11.900771956814374,9.829400291200791,9.150847504189445,41.652701848850306,52.45478780891995,3925,19494,1741,0,0,4332,3578,3331,36401,226,69395,Nadia,Whittome,Female
E14001411,Nottingham North and Kimberley,England,East Midlands,Borough,Lab,RUK,19.387551061216328,47.0762990259091,3.8163795812266117,0,0,9.572371240037707,20.14739909161025,0,26.928899934298855,47.45553627589199,6787,16480,1336,0,0,3351,7053,0,35007,200,73768,Alex,Norris,Male
E14001412,Nottingham South,England,East Midlands,Borough,Lab,Con,16.07408984458165,47.38282794488883,6.262355911067854,0,0,8.890173058791326,15.012622038383164,6.377931202287174,31.30873810030719,51.169558789199286,5285,15579,2059,0,0,2923,4936,2097,32879,164,64255,Lilian,Greenwood,Female
E14001413,Nuneaton,England,West Midlands,County,Lab,Con,28.47887802392449,36.92038919758328,3.2514012568849635,0,0,7.022056147332152,21.980928347851407,2.346347026423701,8.441511173658798,57.3653661456231,11737,15216,1340,0,0,2894,9059,967,41213,105,71843,Jodie,Gosling,Female
E14001414,Old Bexley and Sidcup,England,London,Borough,Con,Lab,37.59998320492095,30.15136564986459,4.045514664203388,0,0,5.460500073478471,21.80001259630928,0.9426238112233115,7.448617555056368,79.18772443144036,17910,14362,1927,0,0,2601,10384,449,47633,126,60152,Louie,French,Male
E14001415,Oldham East and Saddleworth,England,North West,County,Lab,RUK,17.06726569324847,35.17034818420067,8.451266691626108,0,0,3.7189566953700237,19.303631598652192,16.288531136902535,15.866716585548485,54.539885652055546,6838,14091,3386,0,0,1490,7734,6526,40065,157,73460,Debbie,Abrahams,Female
E14001416,"Oldham West, Chadderton and Royton",England,North West,Borough,Lab,Ind,10.541052031213544,34.303787623467194,3.2950509423690146,0,0,4.8142483084022505,17.753350789412284,29.292510305135718,12.900215176418738,50.73325354131867,4066,13232,1271,0,0,1857,6848,11299,38573,199,76031,Jim,McMahon,Male
S14000051,Orkney and Shetland,Scotland,Scotland,County,LD,SNP,2.8325599381283837,7.216744006187162,55.06573859242073,17.328886310904874,0,9.889791183294664,7.666279969064192,0,37.73685228151585,60.42762004907115,586,1493,11392,3585,0,2046,1586,0,20688,106,34236,Alistair,Carmichael,Male
E14001417,Orpington,England,London,Borough,Con,Lab,37.9918824474204,26.88342413126994,10.261975560523517,0,0,5.033316693074035,19.308488702710918,0.5209124650011937,11.108458316150458,64.63301722686718,17504,12386,4728,0,0,2319,8896,240,46073,165,71284,Gareth,Bacon,Male
E14001418,Ossett and Denby Dale,England,Yorkshire and The Humber,County,Lab,Con,28.92439541403597,39.27700407995806,4.0685615298703075,0,0,4.859480774052378,21.024320196932052,1.846238005151232,10.352608665922093,60.671811041044364,12690,17232,1785,0,0,2132,9224,810,43873,120,72312,Jade,Botterill,Female
E14001419,Oxford East,England,South East,Borough,Lab,Green,12.045957143946518,49.6708268727282,8.736432729213798,0,0,12.902569838082409,0,16.64421341602908,36.76825703464579,54.75815992762196,4739,19541,3437,0,0,5076,0,6548,39341,390,71845,Anneliese,Dodds,Female
E14001420,Oxford West and Abingdon,England,South East,County,LD,Con,18.522544458454714,13.002739249532588,50.90221313970172,0,0,7.035088482107918,9.052567502934911,1.484847167268142,32.37966868124701,65.8515984023135,8520,5981,23414,0,0,3236,4164,683,45998,196,69851,Layla,Moran,Female
S14000101,Paisley and Renfrewshire North,Scotland,Scotland,Burgh,Lab,SNP,6.404296827958284,47.11336978250921,3.30932825935114,31.86011223777066,0,3.538139165201474,7.77475372720923,0,15.253257544738553,58.39275417352292,2659,19561,1374,13228,0,1469,3228,0,41519,144,71103,Alison,Taylor,Female
S14000102,Paisley and Renfrewshire South,Scotland,Scotland,County,Lab,SNP,5.375093864302497,47.43599060145823,3.1853305234600198,31.625608604025867,0,4.176053096916407,7.160332340188455,1.0415909696485237,15.810381997432357,57.67876603235812,2219,19583,1315,13056,0,1724,2956,430,41283,133,71574,Johanna,Baxter,Female
E14001421,Peckham,England,London,Borough,Lab,Green,5.866432971621517,58.80093821687243,7.021161430007475,0,0,19.55048070727118,4.61375879578318,4.14722787844421,39.250457509601254,53.78984291596767,2276,22813,2724,0,0,7585,1790,1609,38797,226,72127,Miatta,Fahnbulleh,Female
E14001422,Pendle and Clitheroe,England,North West,County,Lab,Con,32.56833639902468,34.49758309449459,4.36112418188818,0,0,3.039312144415451,17.476579543996234,8.057064636180861,1.9292466954699063,59.33549926392203,15227,16129,2039,0,0,1421,8171,3767,46754,158,78796,Jonathan,Hinder,Male
E14001423,Penistone and Stocksbridge,England,Yorkshire and The Humber,County,Lab,Con,23.72341635391789,43.600591379506426,6.518821790060275,0,0,4.649152735130217,21.508017741385192,0,19.877175025588535,62.41925179243274,10430,19169,2866,0,0,2044,9456,0,43965,167,70435,Marie,Tidball,Female
E14001424,Penrith and Solway,England,North West,County,Lab,Con,29.88778636797143,40.555183539295065,9.622369675940018,0,0,3.5104807126478765,15.470465290882895,0.9537144132627179,10.667397171323634,63.233463783922495,14729,19986,4742,0,0,1730,7624,470,49281,148,77935,Markus,Campbell-Savours,Male
S14000103,Perth and Kinross-shire,Scotland,Scotland,County,SNP,Con,29.55648301615512,18.00826726840665,7.350679952872577,37.79779140124209,0,0,5.93086646564291,1.3559118956806517,8.241308385086967,64.81536609673704,14801,9018,3681,18928,0,0,2970,679,50077,142,77261,Pete,Wishart,Male
E14001425,Peterborough,England,East of England,County,Lab,Con,31.763469621704242,32.04528085594192,4.169850974398166,0,0,6.070882690103171,12.846293465800535,13.104222392051968,0.28181123423767673,57.06342500476982,13300,13418,1746,0,0,2542,5379,5487,41872,143,73378,Andrew,Pakes,Male
E14001426,Plymouth Moor View,England,South West,Borough,Lab,Con,28.143083815568414,41.219432518200485,4.1207765540414405,0,0,3.9527720739219716,22.563935038267687,0,13.076348702632071,57.35239012900808,12061,17665,1766,0,0,1694,9670,0,42856,118,74724,Fred,Thomas,Male
E14001427,Plymouth Sutton and Devonport,England,South West,Borough,Lab,RUK,16.327354792730727,49.40016629053331,5.7987884546858295,0,0,7.568594844993467,17.738448746882053,3.1666468701746053,31.661717543651264,55.89340485706319,6873,20795,2441,0,0,3186,7467,1333,42095,193,75313,Luke,Pollard,Male
E14001428,"Pontefract, Castleford and Knottingley",England,Yorkshire and The Humber,County,Lab,RUK,15.034624690602664,47.52621186417109,3.373473871568818,0,0,4.591595516867369,29.08752120588481,0.38657285090524796,18.438690658286287,48.188104746843926,5406,17089,1213,0,0,1651,10459,139,35957,123,74618,Yvette,Cooper,Female
W07000106,Pontypridd,Wales,Wales,County,Lab,RUK,9.586571181878206,41.20320991416527,4.078419422012291,0,13.395804764081468,4.736147087206055,19.866422875717404,7.133424754939306,21.336787038447863,51.84658529841608,3775,16225,1606,0,5275,1865,7823,2809,39378,116,75951,Alex,Davies-Jones,Female
E14001429,Poole,England,South West,Borough,Lab,Con,31.801325991684458,31.841779975278122,12.376671536127654,0,0,4.984829756152377,16.696258006517585,2.2991347342398023,0.04045398359366221,61.36479609427795,14150,14168,5507,0,0,2218,7429,1023,44495,148,72509,Neil,Duncan-Jordan,Male
E14001430,Poplar and Limehouse,England,London,Borough,Lab,Green,11.005551555132286,43.05358760539825,9.73031985319737,0,0,13.878887830712411,7.904578290864324,14.42707486469536,29.174699774685838,51.18051262542204,4738,18535,4189,0,0,5975,3403,6211,43051,316,84116,Apsana,Begum,Female
E14001431,Portsmouth North,England,South East,Borough,Lab,Con,32.97429855985382,34.849614117760204,7.287283917966966,0,0,4.450268073954752,20.438535330464262,0,1.8753155579063783,59.04238707662607,13715,14495,3031,0,0,1851,8501,0,41593,148,70446,Amanda,Martin,Female
E14001432,Portsmouth South,England,South East,Borough,Lab,RUK,14.495992601726265,48.440711056309084,12.551376900945336,0,0,7.981401561857789,14.647554459515003,1.8829634196465268,33.793156596794084,52.81165633351874,5643,18857,4886,0,0,3107,5702,733,38928,180,73711,Stephen,Morgan,Male
E14001433,Preston,England,North West,Borough,Lab,Ind,13.032280649113595,35.021128697522066,7.988898057160003,0,0,4.378266196584402,14.34751081439252,25.231915585227416,13.229815217663091,51.67054263565891,5212,14006,3195,0,0,1751,5738,10091,39993,139,77400,Mark,Hendrick,Male
E14001434,Putney,England,London,Borough,Lab,Con,23.582513439496907,48.9157115326098,12.055989451262805,0,0,7.548432903945633,6.227812151333807,1.6695405213510497,25.33319809311289,67.8191123462565,11625,24113,5943,0,0,3721,3070,823,49295,218,72686,Fleur,Anderson,Female
E14001435,Queen's Park and Maida Vale,England,London,Borough,Lab,Green,13.269697206791331,52.489372245259894,8.911665753853375,0,0,13.595701953420441,5.492527971207261,6.2410348694677,38.89367029183945,50.746446438497586,5088,20126,3417,0,0,5213,2106,2393,38343,275,75558,Georgia,Gould,Female
E14001436,Rawmarsh and Conisbrough,England,Yorkshire and The Humber,County,Lab,RUK,13.260972156677678,48.997168475696085,3.3535865974516277,0,0,4.975814063237376,28.621991505427086,0.7904672015101464,20.375176970268996,49.041702226143805,4496,16612,1137,0,0,1687,9704,268,33904,109,69133,John,Healey,Male
E14001437,Rayleigh and Wickford,England,East of England,County,Con,RUK,37.00862895493768,24.642544499562298,8.478886156154903,0,0,4.5770978365084,25.29284255283672,0,11.715786402100962,62.65409527789386,17756,11823,4068,0,0,2196,12135,0,47978,166,76576,Mark,Francois,Male
E14001438,Reading Central,England,South East,Borough,Lab,Con,19.785387825395773,47.68717846812833,8.750082797906868,0,0,14.168377823408623,8.619814091099776,0.9891589940606302,27.90179064273255,61.536684782608695,8961,21598,3963,0,0,6417,3904,448,45291,216,73600,Matt,Rodda,Male
E14001439,Reading West and Mid Berkshire,England,South East,County,Lab,Con,32.03368348692832,34.95735859594853,10.962170522652574,0,0,6.807587377285127,13.447616592554404,1.7915834246310498,2.9236751090202144,67.68002791468574,14912,16273,5103,0,0,3169,6260,834,46551,151,68781,Olivia,Bailey,Female
E14001440,Redcar,England,North East,Borough,Lab,Con,32.29605590305949,40.99295977387526,4.035698395665943,0,0,3.3473788897903636,18.88560286843414,0.44230416917480175,8.696903870815778,54.39700459845389,12340,15663,1542,0,0,1279,7216,169,38209,103,70241,Anna,Turley,Female
E14001441,Redditch,England,West Midlands,County,Lab,Con,33.087905604719765,34.94985250737463,5.109144542772862,0,0,4.951032448377581,20.096755162241887,1.8053097345132743,1.8619469026548672,59.647813969201316,14021,14810,2165,0,0,2098,8516,765,42375,126,71042,Chris,Bloore,Male
E14001442,Reigate,England,South East,County,Con,Lab,35.405654521171535,29.41065818927409,12.740542879178346,0,0,8.82413799589925,13.619006414476779,0,5.994996331897444,68.94892480091308,18822,15635,6773,0,0,4691,7240,0,53161,198,77102,Rebecca,Paul,Female
W07000107,Rhondda and Ogmore,Wales,Wales,County,Lab,RUK,5.72529743618388,47.80763000614422,2.6112941965033794,0,14.5171200357482,3.2871585767748424,26.05149974864548,0,21.756130257498743,48.066261259447195,2050,17118,935,0,5198,1177,9328,0,35806,136,74493,Chris,Bryant,Male
E14001443,Ribble Valley,England,North West,County,Lab,Con,33.294888799184974,34.940314860734674,9.613055763796782,0,0,3.3196855237106666,16.385060454029947,2.446994598542952,1.6454260615496992,64.6376919636201,17321,18177,5001,0,0,1727,8524,1273,52023,181,80484,Maya,Ellis,Female
E14001444,Richmond and Northallerton,England,Yorkshire and The Humber,County,Con,Lab,47.518855871079424,22.408605695915593,8.906565552487326,0,0,4.24102542966657,14.717883196636855,2.207064254214236,25.110250175163827,65.6768535311155,23059,10874,4322,0,0,2058,7142,1071,48526,99,73886,Rishi,Sunak,Male
E14001445,Richmond Park,England,London,Borough,LD,Con,22.07620785371819,9.798707222858475,55.37589533552031,0,0,5.295339402527321,6.324126016654697,1.1297241687210047,33.299687481802124,68.700325385395,11373,5048,28528,0,0,2728,3258,582,51517,218,74988,Sarah,Olney,Female
E14001446,Rochdale,England,North West,County,Lab,WPB,10.76647853255392,32.823523483168714,7.095343680709535,0,0,3.0538197943962913,17.065611771820198,29.19522273735134,3.6283007458173753,54.736784034644934,4273,13027,2816,0,0,1212,6773,11587,39688,95,72507,Paul,Waugh,Male
E14001447,Rochester and Strood,England,South East,County,Lab,Con,29.280717404572986,36.15897459974647,4.446218132306681,0,0,5.697450584534485,23.39546457580168,1.0211747030377014,6.878257195173481,57.365635562977225,12473,15403,1894,0,0,2427,9966,435,42598,135,74257,Lauren,Edwards,Female
E14001448,Romford,England,London,Borough,Con,Lab,34.82416509637433,31.50271301110178,4.302222625831498,0,0,5.040070833427929,21.84938815356324,2.481440279701228,3.3214520852725498,60.397926722246595,15339,13876,1895,0,0,2220,9624,1093,44047,132,72928,Andrew,Rosindell,Male
E14001449,Romsey and Southampton North,England,South East,County,Con,LD,39.76452715533612,9.274991504587522,35.38489215823456,0,0,3.7839566634017627,11.425830051772042,0.36580246666799926,4.379634997101565,69.60665637044148,19893,4640,17702,0,0,1893,5716,183,50027,151,71871,Caroline,Nokes,Female
E14001450,Rossendale and Darwen,England,North West,County,Lab,Con,28.28230758886548,40.8960509211529,2.7813886772154737,0,0,5.210901429916177,21.72889865076875,1.1004527320812227,12.613743332287417,59.938205265986035,12619,18247,1241,0,0,2325,9695,491,44618,138,74440,Andy,MacNae,Male
E14001451,Rother Valley,England,Yorkshire and The Humber,County,Lab,Con,36.11084406844838,38.50942126514132,2.823976158431071,0,0,4.100173043645452,18.455585464333783,0,2.3985771966929437,59.902964338674614,15025,16023,1175,0,0,1706,7679,0,41608,104,69459,Jake,Richards,Male
E14001452,Rotherham,England,Yorkshire and The Humber,Borough,Lab,RUK,0,45.13971623524315,7.646485432687101,0,0,7.12661106899166,30.274558648326654,9.812628614751436,14.865157586916494,48.6401770074675,0,16671,2824,0,0,2632,11181,3624,36932,364,75929,Sarah,Champion,Female
E14001453,Rugby,England,West Midlands,County,Lab,Con,30.82401436617419,39.86001142763856,6.636192963839687,0,0,5.2159007427965065,16.78434413517264,0.6795363643784181,9.035997061464371,65.42502770323495,15105,19533,3252,0,0,2556,8225,333,49004,196,74901,John,Slinger,Male
E14001454,"Ruislip, Northwood and Pinner",England,London,Borough,Con,Lab,45.37172708160795,29.273109511371597,9.222569068399482,0,0,6.213501518336837,9.919092820284131,0,16.09861757023635,67.3652437628748,21366,13785,4343,0,0,2926,4671,0,47091,160,69904,David,Simmonds,Male
E14001455,Runcorn and Helsby,England,North West,County,Lab,RUK,15.996211672783236,52.937137445246826,5.088196993015272,0,0,6.428317745945305,18.141351959275482,1.40878418373387,34.79578548597135,59.65311224417734,6756,22358,2149,0,0,2715,7662,595,42235,171,70801,Mike,Amesbury,Male
E14001456,Runnymede and Weybridge,England,South East,County,Con,LD,38.21938532319234,20.647420885748037,22.41311421051541,0,0,4.049489150933621,13.30279982591756,1.3677906036930345,15.806271112676932,65.55223475071323,18442,9963,10815,0,0,1954,6419,660,48253,156,73610,Ben,Spencer,Male
E14001457,Rushcliffe,England,East Midlands,County,Lab,Con,30.938279301745634,43.798489886395124,5.425671931282904,0,0,7.562690495982266,11.002008866722084,1.2728595178719868,12.860210584649487,72.94593228903487,17865,25291,3133,0,0,4367,6353,735,57744,212,79160,James,Naish,Male
S14000104,Rutherglen,Scotland,Scotland,Burgh,Lab,SNP,5.696262122210714,50.51313435646361,4.034460032012052,29.877130213727522,0,0,6.32002636286602,3.558986912720083,20.636004142736088,58.45832071992735,2420,21460,1714,12693,0,0,2685,1512,42484,129,72674,Michael,Shanks,Male
E14001458,Rutland and Stamford,England,East Midlands,County,Con,Lab,43.74086501842436,22.343907610597608,12.870288408094366,0,0,5.7763962369022375,14.4265804804743,0.841962245507133,21.39695740782675,67.69087134038432,21248,10854,6252,0,0,2806,7008,409,48577,135,71763,Alicia,Kearns,Female
E14001459,Salford,England,North West,Borough,Lab,RUK,9.024279669554705,53.22385653838404,6.93129155752569,0,0,13.066693532137819,15.189905299214185,2.5639734031835584,38.03395123916985,47.47408319682422,3583,21132,2752,0,0,5188,6031,1018,39704,185,83633,Rebecca,Long-Bailey,Female
E14001460,Salisbury,England,South West,County,Con,Lab,34.10200705558767,26.514260658122897,23.568453152093756,0,0,4.215414665258207,10.433898710461802,1.1659657584756742,7.587746397464771,69.87688365226596,17110,13303,11825,0,0,2115,5235,585,50173,174,71802,John,Glen,Male
E14001461,Scarborough and Whitby,England,Yorkshire and The Humber,County,Lab,Con,27.92790755523394,40.15739128468375,4.29433979331087,0,0,3.887293367404627,21.838040749869972,1.8950272494968452,12.229483729449809,59.32201116119339,12350,17758,1899,0,0,1719,9657,838,44221,120,74544,Alison,Hume,Female
E14001462,Scunthorpe,England,Yorkshire and The Humber,County,Lab,Con,30.580522905943507,39.650713169957235,2.4122301605592686,0,0,3.1189982330798185,20.903433970961053,3.3341015594991164,9.070190264013725,52.87522848825401,11942,15484,942,0,0,1218,8163,1302,39051,103,73855,Nicholas,Dakin,Male
E14001463,Sefton Central,England,North West,County,Lab,Con,17.892895529937405,56.422685409597676,5.542793314927606,0,0,6.942190562498683,12.15410229931084,1.045332883727792,38.529789879660264,63.87512788756664,8490,26772,2630,0,0,3294,5767,496,47449,225,74284,Bill,Esterson,Male
E14001464,Selby,England,Yorkshire and The Humber,County,Lab,Con,25.584088415749058,46.296371541180775,3.640648490512372,0,0,5.046523912071837,19.43236764048596,0,20.712283125431718,63.0703586484374,12593,22788,1792,0,0,2484,9565,0,49222,161,78043,Keir,Mather,Male
E14001465,Sevenoaks,England,South East,County,Con,LD,36.73019499388766,13.631535702118278,25.828172909276738,0,0,4.074229944487866,18.719814024329146,1.0160524259003185,10.902022084610914,67.69821457643675,18328,6802,12888,0,0,2033,9341,507,49899,151,73708,Laura,Trott,Female
E14001466,Sheffield Brightside and Hillsborough,England,Yorkshire and The Humber,Borough,Lab,Green,12.87169429330634,51.5658610654182,5.358724534986714,0,0,14.87093508794129,0,15.332785018347463,36.694925977476906,44.9104263450255,4069,16301,1694,0,0,4701,0,4847,31612,529,70389,Gill,Furniss,Female
E14001467,Sheffield Central,England,Yorkshire and The Humber,Borough,Lab,Green,7.3546520768480965,52.09885859824544,6.835833097506525,0,0,26.044712762946894,0,7.665943464453038,26.05414583529856,52.48539459352411,2339,16569,2174,0,0,8283,0,2438,31803,287,60594,Abtisam,Mohamed,Female
E14001468,Sheffield Hallam,England,Yorkshire and The Humber,County,Lab,LD,12.024960756574485,46.268483168930835,30.398635685354936,0,0,8.70331970310653,0,2.6046006860332165,15.8698474835759,70.78326474622772,6205,23875,15686,0,0,4491,0,1344,51601,504,72900,Olivia,Blake,Female
E14001469,Sheffield Heeley,England,Yorkshire and The Humber,Borough,Lab,Green,13.634708422202571,55.22030900483795,10.04785933517141,0,0,15.413827186183218,0,5.683296051604849,39.80648181865474,52.341665305233356,5242,21230,3863,0,0,5926,0,2185,38446,638,73452,Louise,Haigh,Female
E14001470,Sheffield South East,England,Yorkshire and The Humber,Borough,Lab,Con,17.47784518185122,52.304939755668,9.563612982583656,0,0,8.828380531715634,0,11.825221548181487,34.82709457381678,48.23749932574572,6252,18710,3421,0,0,3158,0,4230,35771,796,74156,Clive,Betts,Male
E14001471,Sherwood Forest,England,East Midlands,County,Lab,Con,27.53390875462392,38.71968762844225,3.777229757501028,0,0,4.554048499794493,23.263460748047677,2.151664611590629,11.185778873818332,61.67613060231191,13398,18841,1838,0,0,2216,11320,1047,48660,161,78896,Michelle,Welsh,Female
E14001472,Shipley,England,Yorkshire and The Humber,County,Lab,Con,27.19292797548806,45.00341593689833,2.776225079187628,0,0,7.463304556652796,14.984576527337849,2.5795499244353355,17.810487961410264,65.15985430999595,13135,21738,1341,0,0,3605,7238,1246,48303,147,74130,Anna,Dixon,Female
E14001473,Shrewsbury,England,West Midlands,County,Lab,Con,22.45345228859581,44.476338246702866,13.037238169123352,0,0,4.62955779674166,14.592707525213344,0.8107059736229636,22.02288595810706,67.3115837021371,11577,22932,6722,0,0,2387,7524,418,51560,195,76599,Julia,Buckley,Female
E14001474,Sittingbourne and Sheppey,England,South East,County,Lab,Con,28.20625396360798,29.07214986096883,3.2221083955314893,0,0,4.127030586857895,25.64027513537246,9.73218205766135,0.8658958973608469,51.85222659263663,11564,11919,1321,0,0,1692,10512,3990,40998,90,79067,Kevin,McKenna,Male
E14001475,Skipton and Ripon,England,Yorkshire and The Humber,County,Con,Lab,35.23479887745557,32.14780168381665,7.846585594013096,0,0,6.4471468662301215,15.93264733395697,2.391019644527596,3.086997193638915,67.4439439249978,18833,17183,4194,0,0,3446,8516,1278,53450,164,79251,Julian,Smith,Male
E14001476,Sleaford and North Hykeham,England,East Midlands,County,Con,Lab,35.72119839390508,26.77236693091733,4.6617934726655,0,0,5.0138988983836095,21.58756305981674,6.243179244311747,8.948831462987748,64.19611108908012,17348,13002,2264,0,0,2435,10484,3032,48565,196,75651,Caroline,Johnson,Female
E14001477,Slough,England,South East,Borough,Lab,INet,17.23046351494986,33.887887610333195,4.759924210915477,0,0,4.327834003419751,7.745274735431397,32.04861592495032,8.42691436757706,53.23574635586444,7457,14666,2060,0,0,1873,3352,13870,43278,167,81295,Tan,Dhesi,Male
E14001478,Smethwick,England,West Midlands,Borough,Lab,RUK,12.946034458208743,48.007973800370216,2.899045991741421,0,0,7.805781005268404,16.146945749679624,12.194218994731596,31.86102805069059,48.193184469483825,4546,16858,1018,0,0,2741,5670,4282,35115,211,72863,Gurinder,Josan,Male
E14001479,Solihull West and Shirley,England,West Midlands,Borough,Con,Lab,34.73771785737142,24.88213836209655,16.886746165496938,0,0,6.975702370032212,15.250549309896112,1.2671459351067689,9.855579495274869,65.27375515205526,16284,11664,7916,0,0,3270,7149,594,46877,151,71816,Neil,Shastri-Hurst,Male
E14001480,South Basildon and East Thurrock,England,East of England,County,RUK,Lab,25.687122303977343,30.544387974411492,2.708033072896913,0,0,4.343978355963488,30.792181850362844,5.924296442387924,0.2477938759513515,54.420486287892345,10159,12080,1071,0,0,1718,12178,2343,39549,123,72673,James,McMurdock,Male
E14001481,South Cambridgeshire,England,East of England,County,LD,Con,27.44465701011205,11.125079712125354,46.83246788740093,0,0,4.839209255716498,8.922292065227294,0.8362940694178738,19.387810877288878,70.97779559532893,15063,6106,25704,0,0,2656,4897,459,54885,228,77327,Pippa,Heylings,Female
E14001482,South Cotswolds,England,South West,County,LD,Con,34.40243272706409,7.539158873142464,43.91340103658653,0,0,2.9911832769139557,9.841834490408706,1.3119895958842542,9.510968309522443,72.65009517722416,17988,3942,22961,0,0,1564,5146,686,52287,163,71971,Roz,Savage,Female
E14001483,South Derbyshire,England,East Midlands,County,Lab,Con,29.66088724664932,38.773859238690775,4.665806677307213,0,0,4.243828847541377,19.631807945427116,3.023810044384197,9.112971992041455,62.04655831999348,13566,17734,2134,0,0,1941,8979,1383,45737,153,73714,Samantha,Niblett,Female
E14001484,South Devon,England,South West,County,LD,Con,31.452534486980653,6.256632111664354,45.996245204473105,0,0,3.054852665088564,12.984654313933556,0.25508121785976656,14.54371071749245,67.81528071850651,15413,3066,22540,0,0,1497,6363,125,49004,142,72261,Caroline,Voaden,Female
E14001485,South Dorset,England,South West,County,Lab,Con,29.7958684258825,31.933030160898912,16.348879417582644,0,0,4.39056222852132,16.6568101637539,0.8748496033607276,2.137161735016416,64.58695537642906,14611,15659,8017,0,0,2153,8168,429,49037,171,75924,Lloyd,Hatton,Male
E14001486,South East Cornwall,England,South West,County,Lab,Con,27.916649758552126,31.794018585399503,16.808018504240554,0,0,4.055918516414398,18.89177454043745,0.5336200949559713,3.8773688268473805,67.83659536983511,13759,15670,8284,0,0,1999,9311,263,49286,136,72654,Anna,Gelderd,Female
E14001487,South Holland and the Deepings,England,East Midlands,County,Con,RUK,38.01872414543871,19.78227737861964,4.23470498584803,0,0,3.9190071848465053,23.091661223601132,10.953625081645983,14.927062921837578,58.529685369490146,17462,9086,1945,0,0,1800,10606,5031,45930,133,78473,John,Hayes,Male
E14001488,South Leicestershire,England,East Midlands,County,Con,Lab,35.561440059191185,24.840826340076717,14.838684553826983,0,0,4.830701532350708,19.92834751455441,0,10.72061371911447,65.4163110901657,18264,12758,7621,0,0,2481,10235,0,51359,183,78511,Alberto,Costa,Male
E14001489,South Norfolk,England,East of England,County,Lab,Con,29.30071199499788,35.000705944048896,11.589584299804352,0,0,8.041711208374513,15.294782064987192,0.772504487787168,5.699993949051009,66.99321676620814,14527,17353,5746,0,0,3987,7583,383,49579,164,74006,Ben,Goldsborough,Male
E14001490,South Northamptonshire,England,East Midlands,County,Con,Lab,35.7394267836192,28.873121403430357,9.2910218447958,0,0,5.661396353613796,16.689945434568042,3.74508817997281,6.866305380188837,76.2817325586351,19191,15504,4989,0,0,3040,8962,2011,53697,187,70393,Sarah,Bool,Female
E14001491,South Ribble,England,North West,County,Lab,Con,28.55094178082192,42.465753424657535,6.361301369863013,0,0,3.369006849315068,19.252996575342465,0,13.914811643835618,63.63388722418959,13339,19840,2972,0,0,1574,8995,0,46720,170,73420,Paul,Foster,Male
E14001492,South Shields,England,North East,Borough,Lab,RUK,11.21008038235933,41.06560938518358,3.8072995872257223,0,0,14.753964805561589,22.998587877471213,6.164457962198567,18.06702150771236,53.863031331363544,4128,15122,1402,0,0,5433,8469,2270,36824,88,68366,Emma,Lewell-Buck,Female
