ONSConstID,ConstituencyName,Country,Region,ConstituencyType,Winner24,Second24,Con24,Lab24,LD24,SNP24,PC24,Green24,RUK24,Other24,Majority24,Turnout24,ConVote24,LabVote24,LDVote24,SNPVote24,PCVote24,GreenVote24,RUKVote24,OtherVote24,TotalVote24,RejectedVote24,Electorate24,MPFirstName24,MPSurname24,MPGender24
E14001493,South Shropshire,England,West Midlands,County,Con,LD,34.12773701430701,13.4338760575378,30.98367955394653,0,0,3.699688304648326,17.755019069560333,0,3.1440574603604823,67.36439871147802,17628,6939,16004,0,0,1911,9171,0,51653,209,76677,Stuart,Anderson,Male
E14001494,South Suffolk,England,East of England,County,Con,Lab,32.95424274092744,26.71051822708551,13.16366467900248,0,0,8.212946456015246,18.958627896969325,0,6.243724513841929,65.40023318457764,16082,13035,6424,0,0,4008,9252,0,48801,183,74619,James,Cartlidge,Male
E14001495,South West Devon,England,South West,County,Con,Lab,34.294246008958304,30.25152176409785,10.625550323494506,0,0,5.5989433788905485,17.918532981126297,1.3112055434324872,4.042724244860457,67.3221649484536,17916,15804,5551,0,0,2925,9361,685,52242,119,77600,Rebecca,Smith,Female
E14001496,South West Hertfordshire,England,East of England,County,Con,LD,34.107017034857215,19.971401334604387,24.872549425954325,0,0,5.247233389978033,14.071372321465578,1.7304264931404651,9.234467608902888,67.26514908624559,16458,9637,12002,0,0,2532,6790,835,48254,145,71737,Gagan,Mohindra,Male
E14001497,South West Norfolk,England,East of England,County,Lab,Con,25.300552610804104,26.7215518213601,5.90504116386602,0,0,4.145708807939552,22.460809743994588,15.466335852035638,1.4209992105559943,59.33167389326053,11217,11847,2618,0,0,1838,9958,6857,44335,139,74724,Terry,Jermy,Male
E14001498,South West Wiltshire,England,South West,County,Con,Lab,33.826459885635074,26.8021140183677,15.606047478773178,0,0,4.858343441344655,16.9814590192341,1.9255761566452954,7.024345867267372,63.182384256408156,15617,12374,7205,0,0,2243,7840,889,46168,167,73071,Andrew,Murrison,Male
E14001499,Southampton Itchen,England,South East,Borough,Lab,Con,25.430320868262683,41.473734002575355,7.053320368959083,0,0,7.339762962184322,18.009092581399628,0.6937692166189262,16.04341313431267,55.65012650082628,9677,15782,2684,0,0,2793,6853,264,38053,124,68379,Darren,Paffey,Male
E14001500,Southampton Test,England,South East,Borough,Lab,Con,18.466694595726853,44.53288646837034,9.082530372852954,0,0,10.037704231252619,14.693478564446306,3.186705767350929,26.066191872643486,54.64743589743589,6612,15945,3252,0,0,3594,5261,1141,35805,160,65520,Satvir,Kaur,Female
E14001501,Southend East and Rochford,England,East of England,County,Lab,Con,28.666532176719787,38.82136372806133,5.721706677425862,0,0,6.848900544684285,18.191446439378655,1.7500504337300788,10.154831551341537,56.47635188059872,11368,15395,2269,0,0,2716,7214,694,39656,145,70217,Bayo,Alaba,Male
E14001502,Southend West and Leigh,England,East of England,Borough,Lab,Con,31.489524782830863,35.639158576051784,6.7577925396014304,0,0,6.9451541475046845,17.614120252086526,1.5542497019247146,4.149633793220916,62.495675546211785,14790,16739,3174,0,0,3262,8273,730,46968,163,75154,David,Burton-Sampson,Male
E14001503,Southgate and Wood Green,England,London,Borough,Lab,Con,17.597600227715617,51.09807098596484,8.59407501477962,0,0,12.27693722493486,6.890587024588908,3.5427295220161588,33.500470758249214,58.89840344587449,8037,23337,3925,0,0,5607,3147,1618,45671,256,77542,Bambos,Charalambous,Male
E14001504,Southport,England,North West,County,Lab,Con,25.439978694600413,38.287578508178164,13.022925497680818,0,0,4.791495594664773,16.41181561952107,2.046206085354757,12.847599813577753,61.18738202903275,11463,17252,5868,0,0,2159,7395,922,45059,127,73641,Patrick,Hurley,Male
E14001505,Spelthorne,England,South East,Borough,Con,Lab,30.40765931638002,26.963566260884637,18.8666984360785,0,0,5.226790278559979,17.943941428757093,0.5913442793397738,3.444093055495386,62.57081673036784,14038,12448,8710,0,0,2413,8284,273,46166,144,73782,Lincoln,Jopp,Male
E14001506,Spen Valley,England,Yorkshire and The Humber,Borough,Lab,RUK,24.012372741000537,39.154366993034245,3.4706999853865264,0,0,5.562862292366896,24.083004530176826,3.7166934580349746,15.07136246285742,56.52102089700174,9859,16076,1425,0,0,2284,9888,1526,41058,137,72642,Kim,Leadbeater,Female
E14001507,St Albans,England,East of England,County,LD,Con,18.18886348665091,10.053473863680397,56.616421901034606,0,0,6.3393652884876195,8.400821482543495,0.4010539776029759,38.4275584143837,70.95780805345137,9388,5189,29222,0,0,3272,4336,207,51614,203,72739,Daisy,Cooper,Female
E14001508,St Austell and Newquay,England,South West,County,Lab,Con,28.86244971325858,34.14790721561243,10.28203372421467,0,0,5.000855944534794,19.712402636309168,1.9943507660703585,5.2854575023538475,61.42804563857196,13488,15958,4805,0,0,2337,9212,932,46732,130,76076,Noah,Law,Male
E14001509,St Helens North,England,North West,County,Lab,RUK,11.135543805900085,52.586845876365075,4.444828778969215,0,0,8.63517319760834,22.52063052824035,0.6769778129169344,30.066215348124718,53.620020401944814,4507,21284,1799,0,0,3495,9115,274,40474,155,75483,David,Baines,Male
E14001510,St Helens South and Whiston,England,North West,Borough,Lab,RUK,8.037334034441962,49.74102800052583,5.7815170237938736,0,0,6.946233732088866,18.335743394242147,11.158143814907321,31.405284606283683,53.14451787785214,3057,18919,2199,0,0,2642,6974,4244,38035,85,71569,Marie,Rimmer,Female
E14001511,St Ives,England,South West,County,LD,Con,23.379620005820478,5.7955348605163595,52.037167920841476,0,0,3.7355007691348274,13.495198104186587,1.5569783395002703,28.657547915021,68.7444625453714,11247,2788,25033,0,0,1797,6492,749,48106,150,69978,Andrew,George,Male
E14001512,St Neots and Mid Cambridgeshire,England,East of England,County,LD,Con,28.168374872357322,13.081956053099352,36.906697931243144,0,0,5.035739949321131,10.72765780416777,6.079573389811277,8.738323058885822,67.69762529603788,14896,6918,19517,0,0,2663,5673,3215,52882,138,78115,Ian,Sollom,Male
E14001513,Stafford,England,West Midlands,County,Lab,Con,30.289725923188943,40.276902345193335,3.64276554587146,0,0,6.207481144993371,18.718076897998216,0.8650481427546785,9.98717642200439,65.16117153863586,13936,18531,1676,0,0,2856,8612,398,46009,160,70608,Leigh,Ingham,Female
E14001514,Staffordshire Moorlands,England,West Midlands,County,Con,Lab,35.356334580388896,32.6428340492356,3.461733869105353,0,0,5.295367419518729,23.24373008175142,0,2.7135005311532954,61.95558862244606,15310,14135,1499,0,0,2293,10065,0,43302,188,69892,Karen,Bradley,Female
E14001515,Stalybridge and Hyde,England,North West,County,Lab,RUK,18.453771583554875,43.825022154193185,2.9001852896157256,0,0,7.371304277773302,20.894760868981443,6.554955825881469,22.93026128521174,51.531169999308105,6872,16320,1080,0,0,2745,7781,2441,37239,117,72265,Jonathan,Reynolds,Male
E14001516,Stevenage,England,East of England,County,Lab,Con,25.939365562448792,41.432751960669556,8.116586679152523,0,0,6.215615123492918,17.94919817394358,0.3464825002926373,15.493386398220766,60.182315148782685,11080,17698,3467,0,0,2655,7667,148,42715,155,70976,Kevin,Bonavia,Male
S14000105,Stirling and Strathallan,Scotland,Scotland,County,Lab,SNP,19.020931260294883,33.859627977984005,5.082158209794705,31.059419067132698,0,4.660318990799888,6.317544493993813,0,2.8002089108513117,65.25876985999686,9469,16856,2530,15462,0,2320,3145,0,49782,242,76284,Chris,Kane,Male
E14001517,Stockport,England,North West,Borough,Lab,RUK,11.370556051553237,49.87523750658151,8.525055513586521,0,0,11.137055605155323,14.918847148776413,4.173248174347,34.9563903578051,57.003601628562485,4967,21787,3724,0,0,4865,6517,1823,43683,185,76632,Navendu,Mishra,Male
E14001518,Stockton North,England,North East,County,Lab,RUK,21.464666720141174,45.79556696345017,3.029330766557044,0,0,5.141573754712441,24.568861795139167,0,21.226705168311007,53.245921243700344,8028,17128,1133,0,0,1923,9189,0,37401,125,70242,Chris,McDonald,Male
E14001519,Stockton West,England,North East,County,Con,Lab,41.88494592705292,37.487149965047905,2.4733747275792592,0,0,3.036720259879107,14.048686212426498,1.0691229080143099,4.397795962005016,67.67685200645627,20372,18233,1203,0,0,1477,6833,520,48638,114,71868,Matt,Vickers,Male
E14001520,Stoke-on-Trent Central,England,West Midlands,Borough,Lab,RUK,17.62872283147723,42.36447618237978,2.8309104820198927,0,0,4.825866417297175,24.203009436368273,8.147014650457649,18.161466746011502,47.809299300926675,6221,14950,999,0,0,1703,8541,2875,35289,137,73812,Gareth,Snell,Male
E14001521,Stoke-on-Trent North,England,West Midlands,Borough,Lab,Con,26.271092669432917,40.32918395573997,2.520055325034578,0,0,3.419087136929461,24.409405255878287,3.051175656984786,14.058091286307054,51.75079451427263,9497,14579,911,0,0,1236,8824,1103,36150,103,69854,David,Williams,Male
E14001522,Stoke-on-Trent South,England,West Midlands,County,Lab,Con,33.20306775438425,34.7345024669044,3.851790337550681,0,0,2.948072883591422,21.618386986468664,3.6441795711005818,1.5314347125201504,58.48690037427502,13594,14221,1577,0,0,1207,8851,1492,40942,120,70002,Allison,Gardner,Female
E14001523,"Stone, Great Wyrley and Penkridge",England,West Midlands,County,Con,Lab,46.48117839607202,33.701192424596684,6.902034136076689,0,0,5.227963525835866,0,7.687631517418751,12.779985971475332,59.767191626724056,19880,14414,2952,0,0,2236,0,3288,42770,727,71561,Gavin,Williamson,Male
E14001524,Stourbridge,England,West Midlands,Borough,Lab,Con,30.756306735543408,38.4623100456392,4.029790862129494,0,0,4.343246903054316,19.73268468829931,2.6756607653342694,7.7060033100957925,58.377128134561055,12265,15338,1607,0,0,1732,7869,1067,39878,113,68311,Cat,Eccles,Female
E14001525,Stratford and Bow,England,London,Borough,Lab,Green,7.169333486819385,44.077356970185335,4.434212040980776,0,0,17.292506043513296,4.818694601128123,22.207896857373086,26.78485092667204,53.79946739332384,3114,19145,1926,0,0,7511,2093,9646,43435,287,80735,Uma,Kumaran,Female
E14001526,Stratford-on-Avon,England,West Midlands,County,LD,Con,30.831397873826923,7.086614173228346,44.279537000321,0,0,2.2602390528522065,14.639626881172227,0.9025850185992939,13.44813912649408,69.94611300420001,16328,3753,23450,0,0,1197,7753,478,52959,179,75714,Manuela,Perteghella,Female
E14001527,Streatham and Croydon North,England,London,Borough,Lab,Green,11.958790653828025,52.144636724799675,11.292168877516666,0,0,17.123426031917045,4.475568424124077,3.005409287814513,35.02121069288263,53.7891318258098,5328,23232,5031,0,0,7629,1994,1339,44553,190,82829,Steve,Reed,Male
E14001528,Stretford and Urmston,England,North West,Borough,Lab,Con,14.112429894352418,49.219599147863136,4.817181861658189,0,0,9.560453893308987,11.92339463501587,10.3669405678014,35.10716925351072,61.211129296235676,6492,22642,2216,0,0,4398,5485,4769,46002,168,75153,Andrew,Western,Male
E14001529,Stroud,England,South West,County,Lab,Con,25.749262056101845,46.3718512884591,5.2751670560113,0,0,10.374676300682712,11.46121946360986,0.767823835135184,20.622589232357257,70.8824850779796,14219,25607,2913,0,0,5729,6329,424,55221,227,77905,Simon,Opher,Male
E14001530,Suffolk Coastal,England,East of England,County,Lab,Con,29.528219853996884,31.69197791753453,14.048249782613093,0,0,8.857252633920448,15.874299811935048,0,2.163758063537643,66.35758567939669,14602,15672,6947,0,0,4380,7850,0,49451,189,74522,Jenny,Riddell-Carpenter,Female
E14001531,Sunderland Central,England,North East,Borough,Lab,RUK,14.342918637535352,42.17533848887554,9.014690792602046,0,0,7.4905523437695525,26.97649973721751,0,15.198838751658034,52.474883446056864,5731,16852,3602,0,0,2993,10779,0,39957,99,76145,Lewis,Atkinson,Male
E14001532,Surrey Heath,England,South East,County,LD,Con,32.95178705951285,6.587427806143801,44.7539131162635,0,0,2.43157277977735,13.082782288440612,0.19251694986189,11.802126056750648,66.43311924819973,15747,3148,21387,0,0,1162,6252,92,47788,140,71934,Al,Pinkerton,Male
E14001533,Sussex Weald,England,South East,County,Con,LD,34.078291814946624,16.754448398576514,20.16471784443315,0,0,7.650228774783935,18.139298423995935,3.2130147432638534,13.913573970513474,67.46930095355698,16758,8239,9916,0,0,3762,8920,1580,49175,190,72885,Nus,Ghani,Female
E14001534,Sutton and Cheam,England,London,Borough,LD,Con,28.935428307356215,17.707851951434694,36.9197160021846,0,0,3.615090534806537,12.156030752426165,0.665882451791791,7.984287694828383,65.84235785513741,13775,8430,17576,0,0,1721,5787,317,47606,139,72303,Luke,Taylor,Male
E14001535,Sutton Coldfield,England,West Midlands,Borough,Con,Lab,38.280264001820704,33.018848405851074,5.3524507065565965,0,0,5.004862102497259,16.992530982972294,1.351043800302071,5.261415595969628,65.24433045356372,18502,15959,2587,0,0,2419,8213,653,48333,172,74080,Andrew,Mitchell,Male
W07000108,Swansea West,Wales,Wales,County,Lab,RUK,9.916706397060885,41.39720111058137,12.247244580306813,0,11.512465995456713,6.464368847631601,17.516897102953134,0.9451159660094792,23.880304007628236,48.03195215259443,3536,14761,4367,0,4105,2305,6246,337,35657,130,74236,Torsten,Bell,Male
E14001536,Swindon North,England,South West,County,Lab,Con,31.307596513075964,40.597758405977586,4.7231971017774255,0,0,5.357183289935469,17.110834371108343,0.9034303181252124,9.290161892901619,60.31492406861139,13827,17930,2086,0,0,2366,7557,399,44165,124,73224,Will,Stone,Male
E14001537,Swindon South,England,South West,Borough,Lab,Con,26.94557306782158,48.39040942983435,4.114390320132161,0,0,5.6681698441755595,13.827744787248292,1.053712550788052,21.44483636201277,61.72097829831209,12070,21676,1843,0,0,2539,6194,472,44794,147,72575,Heidi,Alexander,Female
E14001538,Tamworth,England,West Midlands,County,Lab,Con,31.87174568374897,35.027861514570205,3.3136932492920437,0,0,3.606010779208916,25.130172650041104,1.0505161231387596,3.1561158308212294,58.3412164412764,13956,15338,1451,0,0,1579,11004,460,43788,116,75055,Sarah,Edwards,Female
E14001539,Tatton,England,North West,County,Con,Lab,38.444200427671504,36.255755264019726,8.888632029127896,0,0,4.952898341328094,11.45851393785278,0,2.188445163651775,69.92335358379245,19956,18820,4614,0,0,2571,5948,0,51909,198,74237,Esther,McVey,Female
E14001540,Taunton and Wellington,England,South West,County,LD,Con,24.639121962858393,7.0624726607547625,48.377540064421204,0,0,3.6425816200739654,16.011850320117706,0.2664333717739691,23.73841810156281,63.92221657346212,12392,3552,24331,0,0,1832,8053,134,50294,167,78680,Gideon,Amos,Male
E14001541,Telford,England,West Midlands,Borough,Lab,RUK,21.428922170390376,44.71397004664866,3.8301006629020375,0,0,5.205008593174564,24.821998526884357,0,19.8919715197643,55.183719921959685,8728,18212,1560,0,0,2120,10110,0,40730,148,73808,Shaun,Davies,Male
E14001542,Tewkesbury,England,South West,County,LD,Con,29.80695935227343,8.854735367436495,42.70792558561157,0,0,5.918951770741054,12.361194091349224,0.35023383258822804,12.90096623333814,66.07721419042174,14468,4298,20730,0,0,2873,6000,170,48539,150,73458,Cameron,Thomas,Male
E14001543,The Wrekin,England,West Midlands,County,Con,Lab,32.62694922031187,30.861655337864853,9.510195921631349,0,0,6.05357856857257,19.83206717313075,1.1155537784886045,1.765293882447021,63.3629753489904,16320,15437,4757,0,0,3028,9920,558,50020,163,78942,Mark,Pritchard,Male
E14001544,Thirsk and Malton,England,Yorkshire and The Humber,County,Con,Lab,39.24734421752314,24.08578830050003,10.801855533465872,0,0,5.9963451613551015,17.999076249573267,1.8695905375825852,15.161555917023115,63.46153846153846,19544,11994,5379,0,0,2986,8963,931,49797,169,78468,Kevin,Hollinrake,Male
E14001545,Thornbury and Yate,England,South West,County,LD,Con,33.3558191391684,9.475893342327655,39.00350403807597,0,0,4.056814136076602,14.107969344351378,0,5.647684898907564,68.2512277470841,17801,5057,20815,0,0,2165,7529,0,53367,148,78192,Claire,Young,Female
E14001546,Thurrock,England,East of England,Borough,Lab,RUK,21.324351669417968,42.73390489376431,3.080568720379147,0,0,4.34527930134725,25.49656531231695,3.0193301027743757,17.237339581447362,51.174514933507744,8009,16050,1157,0,0,1632,9576,1134,37558,97,73392,Jen,Craft,Female
E14001547,Tipton and Wednesbury,England,West Midlands,Borough,Lab,Con,26.27943485086342,36.907378335949765,1.858712715855573,0,0,4.737833594976452,25.177394034536892,5.039246467817896,10.627943485086343,42.98361629193771,8370,11755,592,0,0,1509,8019,1605,31850,139,74098,Antonia,Bance,Female
E14001548,Tiverton and Minehead,England,South West,County,LD,Con,31.20380703712282,9.106988692594387,38.588364111094734,0,0,4.704049188267251,16.396790970920804,0,7.38455707397191,65.88011708074964,14819,4325,18326,0,0,2234,7787,0,47491,197,72087,Rachel,Gilmour,Female
E14001549,Tonbridge,England,South East,County,Con,Lab,40.76657129232237,18.580114449213163,8.412811953584486,0,0,15.092989985693848,14.997615641392464,2.149896677793673,22.186456843109205,69.1328177584857,20517,9351,4234,0,0,7596,7548,1082,50328,150,72799,Tom,Tugendhat,Male
E14001550,Tooting,England,London,Borough,Lab,Con,18.36314526944072,55.17065523298642,8.382600154883555,0,0,10.71340876036492,4.808945469656045,2.5612451126683413,36.8075099635457,69.50819241676295,9722,29209,4438,0,0,5672,2546,1356,52943,255,76168,Rosena,Allin-Khan,Female
E14001551,Torbay,England,South West,Borough,LD,Con,29.465466767862953,7.103979182478586,41.064729480646214,0,0,3.0792583757996312,18.779139108749867,0.5074270844627561,11.59926271278326,60.53028811445823,13588,3276,18937,0,0,1420,8660,234,46115,110,76185,Steve,Darling,Male
W07000109,Torfaen,Wales,Wales,County,Lab,RUK,16.067777622181765,42.50385100126033,4.604397143257247,0,7.200672174765439,4.77524156280633,21.996919198991737,2.8511412967371514,20.50693180226859,49.771390337059856,5737,15176,1644,0,2571,1705,7854,1018,35705,117,71738,Nick,Thomas-Symonds,Male
E14001552,Torridge and Tavistock,England,South West,County,Con,LD,31.58008658008658,21.182605273514366,23.807556080283355,0,0,4.624163715072806,18.00865800865801,0.7969303423848878,7.772530499803228,68.007547472801,16049,10765,12099,0,0,2350,9152,405,50820,170,74727,Geoffrey,Cox,Male
E14001553,Tottenham,England,London,Borough,Lab,Green,5.778619109295606,57.45242602371226,4.802231742552555,0,0,19.00966424230348,3.990236126332569,8.966822755803527,38.442761781408784,52.89173451374069,2320,23066,1928,0,0,7632,1602,3600,40148,250,75906,David,Lammy,Male
E14001554,Truro and Falmouth,England,South West,County,Lab,Con,25.13130670062072,41.34768422727996,13.035174279802641,0,0,6.903549259907687,12.26126054432596,1.3210249880630272,16.21637752665924,68.87177660244991,12632,20783,6552,0,0,3470,6163,664,50264,163,72982,Jayne,Kirkham,Female
E14001555,Tunbridge Wells,England,South East,County,LD,Con,27.601843317972353,11.388018433179724,43.61474654377881,0,0,4.32073732718894,11.952073732718894,1.1225806451612903,16.01290322580645,68.8993878432269,14974,6178,23661,0,0,2344,6484,609,54250,191,78738,Mike,Martin,Male
E14001556,Twickenham,England,London,Borough,LD,Con,16.27295609210404,12.478791833690687,56.278549454647155,0,0,6.693390509928218,7.6293465088095465,0.6469656008203598,40.00559336254312,71.53240864230462,8728,6693,30185,0,0,3590,4092,347,53635,226,74980,Munira,Wilson,Female
E14001557,Tynemouth,England,North East,Borough,Lab,Con,18.66248089553472,50.58242802263621,5.595026642984014,0,0,7.41872857201867,15.267049444421495,2.474286422404891,31.919947127101487,66.15023089324261,9036,24491,2709,0,0,3592,7392,1198,48418,136,73194,Alan,Campbell,Male
E14001558,Uxbridge and South Ruislip,England,London,Borough,Lab,Con,34.873894672648866,36.15237182558697,3.8158295944592067,0,0,9.482946378011064,14.396480376355797,1.2784771529381016,1.2784771529381016,61.427520235467256,16012,16599,1752,0,0,4354,6610,587,45914,175,74745,Danny,Beales,Male
W07000110,Vale of Glamorgan,Wales,Wales,County,Lab,Con,29.511630951861388,38.711648409200016,3.5176537336882996,0,7.081132981277004,4.104656745079213,15.216252782263345,1.8570243966307336,9.200017457338628,61.54032095615389,13524,17740,1612,0,3245,1881,6973,851,45826,139,74465,Kanishka,Narayan,Male
E14001559,Vauxhall and Camberwell Green,England,London,Borough,Lab,Green,7.4834825234441595,57.35294117647059,12.119032395566922,0,0,17.092924126172207,5.416133844842285,0.5354859335038363,40.26001705029838,48.41668064029306,2809,21528,4549,0,0,6416,2033,201,37536,261,77527,Florence,Eshalomi,Female
E14001560,Wakefield and Rothwell,England,Yorkshire and The Humber,Borough,Lab,RUK,18.009641873278238,43.71556473829201,7.991440377804014,0,0,5.876131444313263,20.727567886658797,3.67965367965368,22.987996851633216,54.159617408448455,7322,17773,3249,0,0,2389,8427,1496,40656,112,75067,Simon,Lightwood,Male
E14001561,Wallasey,England,North West,Borough,Lab,RUK,11.666588686660742,57.72235998689936,4.311514527675104,0,0,9.135357694287185,15.622514387311092,1.5416647171665185,42.099845599588264,57.70092600091791,4987,24674,1843,0,0,3905,6678,659,42746,168,74082,Angela,Eagle,Female
E14001562,Walsall and Bloxwich,England,West Midlands,Borough,Lab,Ind,17.95864590895647,33.64792557339141,2.196768035277352,0,0,6.1520260278024255,19.60958296362023,20.435051490952112,13.2128740824393,49.62041867353337,6679,12514,817,0,0,2288,7293,7600,37191,141,74951,Valerie,Vaz,Female
E14001563,Walthamstow,England,London,Borough,Lab,Green,5.15240430936323,59.498992730139264,3.801348865726548,0,0,20.09284400455461,4.020320574581764,7.4340895156345805,39.40614872558466,61.32072938206622,2353,27172,1736,0,0,9176,1836,3395,45668,255,74474,Stella,Creasy,Female
E14001564,Warrington North,England,North West,County,Lab,RUK,16.198396643440475,46.777053520141855,6.835493619040483,0,0,4.717664393996154,23.825578781748707,1.645813041632327,22.951474738393145,56.714494128978345,6486,18730,2737,0,0,1889,9540,659,40041,125,70601,Charlotte,Nichols,Female
E14001565,Warrington South,England,North West,County,Lab,Con,23.878643904010307,46.70840715090997,7.708568207440812,0,0,4.6565469479787405,15.930504106941537,1.1173296827186343,22.829763246899663,63.36199198918284,11861,23201,3829,0,0,2313,7913,555,49672,192,78394,Sarah,Hall,Female
E14001566,Warwick and Leamington,England,West Midlands,County,Lab,Con,23.50298792633847,48.73165575836416,7.888532054148542,0,0,9.08776779543884,10.476035611203708,0.31302085450628075,25.228667832025693,64.48475633732666,11563,23975,3881,0,0,4471,5154,154,49198,245,76294,Matt,Western,Male
E14001567,Washington and Gateshead South,England,North East,Borough,Lab,RUK,12.571243348369846,47.762080981064805,4.32727370951622,0,0,4.556873126063586,29.08889549174793,1.693633343237622,18.673185489316875,52.162824775967984,4654,17682,1602,0,0,1687,10769,627,37021,100,70972,Sharon,Hodgson,Female
E14001568,Watford,England,East of England,Borough,Lab,Con,24.710381284444942,35.33460803059273,17.04420200202452,0,0,5.461702845574176,11.089866156787762,6.359239680575864,10.624226746147789,60.8139534883721,10985,15708,7577,0,0,2428,4930,2827,44455,192,73100,Matt,Turmaine,Male
E14001569,Waveney Valley,England,East of England,County,Green,Con,30.30852624714705,9.416775350505379,2.4739158787088362,0,0,41.708102380176065,15.85221715030975,0.24046299315291816,11.399576133029019,67.17038983793255,14873,4621,1214,0,0,20467,7779,118,49072,131,73056,Adrian,Ramsay,Male
E14001570,Weald of Kent,England,South East,County,Con,Lab,39.83672503549456,23.229215964663197,7.838381448177946,0,0,8.9663196087711,20.1293579428932,0,16.607509070831362,66.7377314540645,20202,11780,3975,0,0,4547,10208,0,50712,257,75987,Katie,Lam,Female
E14001571,Wellingborough and Rushden,England,East Midlands,County,Lab,Con,27.845856542002956,40.318290326247585,3.5693986586336255,0,0,6.147550301239059,21.498238035693987,0.6206661361827897,12.472433784244629,56.72409790823038,12248,17734,1570,0,0,2704,9456,273,43985,145,77542,Gen,Kitchen,Female
E14001572,Wells and Mendip Hills,England,South West,County,LD,Con,24.819329733163915,7.0024618805590855,46.89882465057179,0,0,4.105781448538755,13.125397077509529,4.048205209656925,22.079494917407878,69.90603877808775,12501,3527,23622,0,0,2068,6611,2039,50368,149,72051,Tessa,Munt,Female
E14001573,Welwyn Hatfield,England,East of England,County,Lab,Con,33.181302239191,41.021566401816116,6.432772675678465,0,0,6.1624187390362195,13.201939944278196,0,7.8402641626251155,64.38432612710771,16078,19877,3117,0,0,2986,6397,0,48455,192,75259,Andrew,Lewin,Male
S14000111,West Aberdeenshire and Kincardine,Scotland,Scotland,County,Con,SNP,35.597859389680956,13.066301728011764,12.95396053760366,28.569386004330244,0,2.107929245475714,7.142857142857142,0.5617059520405245,7.028473385350709,67.07126613146286,17428,6397,6342,13987,0,1032,3497,275,48958,161,72994,Andrew,Bowie,Male
E14001574,West Bromwich,England,West Midlands,Borough,Lab,Con,20.059757133850496,46.24873221677037,3.6018749486033825,0,0,5.580987363284998,19.464926948274446,5.043721389216305,26.188975082919875,49.281999324552515,7318,16872,1314,0,0,2036,7101,1840,36481,136,74025,Sarah,Coombes,Female
E14001575,West Dorset,England,South West,County,LD,Con,36.51744130786047,5.8663625130691,51.32401862940785,0,0,4.349396445204828,0,1.9427811044577512,14.806577321547381,69.2863916548127,19210,3086,26999,0,0,2288,0,1022,52605,618,75924,Edward,Morello,Male
S14000106,West Dunbartonshire,Scotland,Scotland,County,Lab,SNP,3.723726758286176,48.78738884397736,2.119543249797898,33.604486661277285,0,3.779304769603881,6.997776879547292,0.9877728375101051,15.182902182700081,57.306656629122386,1474,19312,839,13302,0,1496,2770,391,39584,123,69074,Douglas,McAllister,Male
E14001576,West Ham and Beckton,England,London,Borough,Lab,NIP,10.402222955871023,45.21294156487289,4.418399911962144,0,0,10.721360184879499,7.703312424342467,21.54176295807197,25.459447562451853,46.031102781014134,3781,16434,1606,0,0,3897,2800,7830,36348,149,78964,James,Asser,Male
E14001577,West Lancashire,England,North West,County,Lab,Con,19.638009049773757,50.463800904977376,4.622171945701357,0,0,7.38235294117647,17.893665158371043,0,30.825791855203622,59.66442137660128,8680,22305,2043,0,0,3263,7909,0,44200,224,74081,Ashley,Dalton,Female
E14001578,West Suffolk,England,East of England,County,Con,Lab,34.25835662139035,27.22428023656333,9.280561512965491,0,0,6.304022876454149,20.84660211000628,2.086176642620394,7.034076384827019,59.83667120357767,15814,12567,4284,0,0,2910,9623,963,46161,173,77145,Nick,Timothy,Male
E14001579,West Worcestershire,England,West Midlands,County,Con,LD,36.17495931391373,15.24128220600874,24.203192714904823,0,0,9.267284729460384,14.449503538318066,0.663777497394262,11.971766599008905,69.00916134568307,19783,8335,13236,0,0,5068,7902,363,54687,191,79246,Harriett,Baldwin,Female
E14001580,Westmorland and Lonsdale,England,North West,County,LD,Con,19.358811297518827,4.655482203783336,62.70768982294632,0,0,3.000020188561161,9.775301314275332,0.5026951729150264,43.348878525427494,68.76813505671326,9589,2306,31061,0,0,1486,4842,249,49533,115,72029,Tim,Farron,Male
E14001581,Weston-super-Mare,England,South West,County,Lab,Con,28.07501769285209,38.4760556735079,8.860580325548478,0,0,6.341118188251945,18.247228119839583,0,10.401037980655815,59.37307412179954,11901,16310,3756,0,0,2688,7735,0,42390,143,71396,Daniel,Aldridge,Male
E14001582,Wetherby and Easingwold,England,Yorkshire and The Humber,County,Con,Lab,39.41330679882891,30.140262921219314,6.412292619453108,0,0,8.666449798120897,13.945923190263878,1.4217646721138943,9.273043877609597,70.32187743897515,20597,15751,3351,0,0,4529,7288,743,52259,171,74314,Alec,Shelbrooke,Male
E14001583,Whitehaven and Workington,England,North West,County,Lab,RUK,20.20793499043977,52.994741873804976,2.6720841300191203,0,0,2.8847992351816445,21.24043977055449,0,31.754302103250474,57.16003169485505,8455,22173,1118,0,0,1207,8887,0,41840,159,73198,Josh,MacAlister,Male
E14001584,Widnes and Halewood,England,North West,County,Lab,RUK,9.2008605310106,61.61192150278099,4.179347255745618,0,0,5.399307377479274,18.519781718963166,1.088781614020359,43.09213978381782,54.326477672781174,3507,23484,1593,0,0,2058,7059,415,38116,95,70161,Derek,Twigg,Male
